,review_body,stars,language,translated_review
388,"Aunque he de reconocer que es un cuento diferente y original, a mi hija no le ha llamado para nada la atención. No me lo pide",2,es,"Although I have to admit that it is a different and original story, it has not caught my daughter's attention at all. She doesn't ask me"
389,Funcionamiento normal para el precio que tiene,3,es,Normal operation for the price
390,"Son unos hornos muy prácticos, un buen completo para la cocina",5,es,"They are very practical ovens, a good complete set for the kitchen."
391,"El paquete no ha venido el día correspondiente, ha tardado un día más siendo cuenta prime. El paquete a llegado con un par de agujeros. Por lo demás todo bien y correcto. Aún no lo he probado, pero escribiré cuando lo haga.",3,es,"The package has not arrived on the corresponding day, it has taken one more day being a prime account. The package arrived with a couple of holes. Otherwise everything is fine and correct. I haven't tried it yet, but I'll write when I do."
392,"Instalado en un grand c4 picasso. Despues de un dia instalado, el ciche no funciona, he tenido que llevar al taller y me han reparado la misma averia, oero colocando pieza original. -las averias que salian eran Abs/Esp defectuoso y freno de mano defectuoso. Como siempre amazon, servicio post venta, genial y resolutivo, un 10.",2,es,"Installed on a grand c4 picasso. After a day of installation, the ciche does not work, I had to take it to the workshop and they repaired the same fault, but I replaced the original part. -The faults that appeared were defective Abs/Esp and defective handbrake. As always Amazon, after-sales service, great and decisive, a 10."
393,Estéticamente es muy bonito pero solo ponértelo notas como no es nada seguro. Quizás era un tema de tamaño y no me terminaba de quedar bien a mí pero no lo recomendaría...,2,es,Aesthetically it is very beautiful but just putting it on you notice how it is not safe at all. Maybe it was a size issue and it didn't quite fit me but I wouldn't recommend it...
394,El primer día que lo use para ir al trabajo se descosio la costura de debajo del asa... Sin forzar volumen ni nada.. Simplemente mala calidad.,1,es,"The first day I used it to go to work, the seam under the handle came undone... Without forcing volume or anything... Just bad quality."
395,"Buen producto y con mucho sedimentos que son las madres ,donde está la riqueza",4,es,"Good product and with a lot of sediments, which are the mothers, where the wealth is."
396,"Buena apariencia pero un peso muy excesivo, no tengo opción de calcular su peso pero de largo de las más pesadas que he comprado en aluminio. Hace su función, pero no busques mejorar la bicicleta con esta potencia. Envío rápido.",2,es,"Good appearance but very excessive weight, I have no option to calculate its weight but by far the heaviest ones I have bought in aluminum. It does its job, but don't look to improve the bike with this power. Fast shipping."
397,"Estoy contenta con ellas, son robustas y a la vez tienen flexibilidad en los extremos.",5,es,"I am happy with them, they are robust and at the same time have flexibility at the ends."
398,"A ese precio ha sido una gran compra, no le doy 5 estrellas porque la cremallera no sube hasta arriba y el saco se queda un poco abajo",4,es,"At that price it has been a great purchase, I don't give it 5 stars because the zipper doesn't go all the way up and the jacket stays a little low"
399,No traía 100 unidades como dice sino 89. Entiendo que es económico de todas formas pero no sé ajusta a lo descrito. Se rompen con facilidad.,2,es,It didn't come with 100 units as it says but 89. I understand that it is economical anyway but I don't know how it fits what is described. They break easily.
400,La calidad del producto no es lo que esperaba. El palo es de plástico y la escoba es menos resistente de lo que imaginaba.,2,es,The quality of the product is not what I expected. The stick is plastic and the broom is less resistant than he imagined.
401,"Es una vergüenza que correos exprés trabaje tan mal, diciendo que he rechazado el producto cuando a mi casa no han ido nunca, quiero saber donde puedo hacer la reclamación, por que si llamo al número de contacto me contesta una maquina..",1,es,"It is a shame that express mail works so poorly, saying that I have rejected the product when they have never come to my house, I want to know where I can make the claim, because if I call the contact number a machine answers me."
402,"Ma he gustado y es muy bueno, el problema es que hace más de 6 meses que los pedí (y ya me llegaron) el problema es que me llegan 2 cada mes asi que CUIDADO",4,es,"I liked it and it's very good, the problem is that I ordered them more than 6 months ago (and they already arrived) the problem is that I get 2 every month so BE CAREFUL"
403,"La taza de café es de muy buena calidad, pero el cierre es fatal. 2 veces se me ha abierto en mi bolso, dejando todo el cafe en mi bolso. Me arrepiento por haberlo comprado y no haber hecho una prueba antes. Dinero tirado a la vasura.",2,es,"The coffee cup is of very good quality, but the closure is terrible. It has opened twice in my bag, leaving all the coffee in my bag. I regret buying it and not having tried it before. Money thrown into the trash."
404,No dura nada la batería.... cargada al 100% dura 20 minutos... y sólo la uso para Word Osea una vergüenza por parte del vendedor.😠,1,es,"The battery doesn't last at all... charged at 100% it lasts 20 minutes... and I only use it for Word. I mean, shame on the seller's part.😠"
405,"Pedí que me enviaran cualquier color menos azul y justo me enviaron el azul..., En fin que pena por que no volveré a comprar",2,es,"I asked them to send me any color except blue and they just sent me blue... Well, what a shame because I won't buy again"
406,"Parece de buena calidad, pero es un poco más pequeño que la pantalla del Redmi Note 7 (se pierden un par de líneas de píxeles arriba y abajo). Los bordes tampoco son redondeados, quizás tiene una pequeña micro redondez, pero casi imperceptible, al final el borde tiene el tacto como si fuere un ángulo recto.",3,es,"It looks good quality, but it's a little smaller than the Redmi Note 7's screen (a couple of pixel lines at the top and bottom are lost). The edges are not rounded either, perhaps it has a small micro-roundness, but almost imperceptible, in the end the edge feels as if it were a right angle."
407,El tamaño en la foto aparenta más grande No llego a tiempo para el regalo que tenía que hacer,3,es,The size in the photo appears larger. It didn't arrive in time for the gift I had to give.
408,Encajan bien las piezas entre ellas. Permite flexibilidad para los codos y estabilidad para los tramos rectos. Cepillos de nylon perfectos para tuberías metálicas de buenas medidas. Lo probaré al final de la temporada pero tiene buena pinta para el uso que se le quiere dar.,5,es,The pieces fit together well. It allows flexibility for the elbows and stability for straight sections. Nylon brushes perfect for metal pipes of good measurements. I'll try it at the end of the season but it looks good for the intended use.
